name,position,team,projection
Isaiah Likely,TE,BLT,113
Cade Otton,TE,TB,112.8
Mason Taylor,TE,NYJ,112.6
Najee Harris,RB,LAC,107.7
Chig Okonkwo,TE,TEN,107.5
Noah Fant,TE,SEA,107.1
Joe Flacco,QB,CLV,105.5
Ty Johnson,RB,BUF,104.7
Noah Brown,WR,WAS,104
Jaydon Blue,RB,DAL,98.1
Jordan Mason,RB,MIN,97.8
Brandon Aiyuk,WR,SF,96.7
Brandin Cooks,WR,NO,96.3
Alec Pierce,WR,IND,95.9
KaVontae Turpin,WR,DAL,95.6
Russell Wilson,QB,NYG,94.9
DeMario Douglas,WR,NE,93.3
Tim Patrick,WR,DET,90.5
Tyler Allgeier,RB,ATL,90.3
MarShawn Lloyd,RB,GB,90.1
Woody Marks,RB,HST,89.8
Dontayvion Wicks,WR,GB,89.6
Dillon Gabriel,QB,CLV,89.3
Keenan Allen,WR,FA,88.9
Dylan Sampson,RB,CLV,87.7
Jerome Ford,RB,CLV,87.6
Josh Reynolds,WR,NYJ,86.6
Mike Woods,WR,CLV,86.3
Travis Etienne,RB,JAX,86.2
Tyler Higbee,TE,LA,85.5
Tre Tucker,WR,LV,85.5
Jaylin Noel,WR,HST,85
Devaughn Vele,WR,DEN,84.5
Van Jefferson,WR,TEN,84.2
Rico Dowdle,RB,CAR,83.9
J.K. Dobbins,RB,FA,81.6
Tank Bigsby,RB,JAX,80.6
Elijah Arroyo,TE,SEA,80.5
DeAndre Hopkins,WR,BLT,80.2
Nick Westbrook-Ikhine,WR,MIA,79.9
Will Shipley,RB,PHI,79
Jalen Nailor,WR,MIN,78.8
Jalen Coker,WR,CAR,78.3
Jaylen Wright,RB,MIA,77.8
Ja'Tavion Sanders,TE,CAR,77.2
Will Dissly,TE,LAC,76.9
Jaleel McLaughlin,RB,DEN,76.1
Kareem Hunt,RB,KC,76
Terrance Ferguson,TE,LA,75.6
Isaac Guerendo,RB,SF,75.4
Amari Cooper,WR,FA,75.3
Ray Davis,RB,BUF,75.2
Michael Mayer,TE,LV,75.1
Jalen McMillan,WR,TB,74.7
Raheem Mostert,RB,LV,74.6
Tyler Conklin,TE,LAC,74.3
Roschon Johnson,RB,CHI,73.9
Gunnar Helm,TE,TEN,71.7
Nick Chubb,RB,FA,70.5
Kyle Monangai,RB,CHI,70
Dawson Knox,TE,BUF,69.4
Malik Washington,WR,MIA,69.3
Demarcus Robinson,WR,SF,69.2
Jalen Tolbert,WR,DAL,68.8
Harold Fannin Jr.,TE,CLV,67.6
Adonai Mitchell,WR,IND,66.7
Greg Dortch,WR,ARZ,65.5
Savion Williams,WR,GB,65.5
Pat Bryant,WR,DEN,65.1
Tommy Tremble,TE,CAR,64.4
Braelon Allen,RB,NYJ,64.4
Isaiah Davis,RB,NYJ,64.2
Blake Corum,RB,LA,64
Marquez Valdes-Scantling,WR,SEA,64
Noah Gray,TE,KC,63.4
Curtis Samuel,WR,BUF,63.3
Mason Rudolph,QB,PIT,62.7
Shedeur Sanders,QB,CLV,62.5
Roman Wilson,WR,PIT,60.9
Tory Horton,WR,SEA,60.8
Parker Washington,WR,JAX,60.1
Mack Hollins,WR,NE,59.2
Austin Hooper,TE,NE,58.7
Foster Moreau,TE,NO,58.2
Audric Estimé,RB,DEN,57.1
Elic Ayomanor,WR,TEN,56.6
Mike Williams,WR,LAC,56.2
Emanuel Wilson,RB,GB,54.8
Tanner Hudson,TE,CIN,53.1
Troy Franklin,WR,DEN,52.8
DJ Giddens,RB,IND,52.6
Jahan Dotson,WR,PHI,52
Kendre Miller,RB,NO,50.4
Samaje Perine,RB,CIN,49.9
Kenneth Gainwell,RB,PIT,49.4
Dont'e Thornton Jr.,WR,LV,48.7
Devin Neal,RB,NO,48.6
Antonio Gibson,RB,NE,48.5
Allen Lazard,WR,NYJ,48.3
Trevor Etienne,RB,CAR,47.8
Robert Woods,WR,PIT,47.5
Tai Felton,WR,MIN,47
Josh Oliver,TE,MIN,46.9
Diontae Johnson,WR,CLV,46.7
Jordan James,RB,SF,46.4
Chimere Dike,WR,TEN,46.2
Kalif Raymond,WR,DET,46
Arian Smith,WR,NYJ,46
Kayshon Boutte,WR,NE,45.6
Jalen Royals,WR,KC,45.6
Miles Sanders,RB,DAL,45.5
Elijah Higgins,TE,ARZ,45.3
Taysom Hill,TE,NO,45.2
Devin Singletary,RB,NYG,44.6
Darnell Washington,TE,PIT,43.8
Jermaine Burton,WR,CIN,42.7
Emari Demercado,RB,ARZ,42.6
Alexander Mattison,RB,MIA,42.3
Kyle Juszczyk,RB,SF,42.3
Drew Sample,TE,CIN,42.1
Cole Kmet,TE,CHI,42
Tahj Brooks,RB,CIN,41.3
Olamide Zaccheaus,WR,CHI,39.7
JuJu Smith-Schuster,WR,KC,39.7
Jaylin Lane,WR,WAS,39.4
Luke McCaffrey,WR,WAS,39
Phil Mafah,RB,DAL,38.3
Spencer Rattler,QB,NO,38.3
Isaac TeSlaa,WR,DET,37.2
Luke Schoonmaker,TE,DAL,36.9
Cade Stover,TE,HST,36.2
Sincere McCormick,RB,LV,36.1
Sean Tucker,RB,TB,35.4
KhaDarel Hodge,WR,ATL,35.2
Zack Moss,RB,CIN,35.1
Jonathan Mingo,WR,DAL,34.9
Marcus Mariota,QB,WAS,34.9
Hunter Renfrow,WR,CAR,33.7
Jake Browning,QB,CIN,33.5
Joe Milton III,QB,DAL,32.7
Jalen Milroe,QB,SEA,32.5
Khalil Herbert,RB,IND,32.4
Cedrick Wilson Jr.,WR,NO,31.6
Zay Jones,WR,ARZ,31.4
AJ Dillon,RB,PHI,31.3
Jeremy McNichols,RB,WAS,31.3
Elijah Mitchell,RB,KC,31.3
Brashard Smith,RB,KC,31.2
Jarquez Hunter,RB,LA,31.1
Tyson Bagent,QB,CHI,30.6
John Bates,TE,WAS,30.3
Kyle Trask,QB,TB,30.1
Mac Jones,QB,SF,30.1
Tyler Johnson,WR,NYJ,29.8
Jarrett Stidham,QB,DEN,29.8
Jimmy Garoppolo,QB,LA,29.6
Jeremy Ruckert,TE,NYJ,29.3
Jordan Whittington,WR,LA,28.9
Hendon Hooker,QB,DET,28.9
Andy Dalton,QB,CAR,28.8
Sam Howell,QB,MIN,28.3
Cordarrelle Patterson,RB,PIT,27.8
Nick Mullens,QB,JAX,27.7
Tanner McKee,QB,PHI,27.7
Charlie Woerner,TE,ATL,27.7
Will Levis,QB,TEN,27.6
Taylor Heinicke,QB,LAC,27.4
Grant Calcaterra,TE,PHI,27.3
Aidan O'Connell,QB,LV,27.2
Dare Ogunbowale,RB,HST,26.8
Kirk Cousins,QB,ATL,26.7
AJ Barner,TE,SEA,26.6
Davis Mills,QB,HST,26.4
Joshua Dobbs,QB,NE,26.3
Oronde Gadsden II,TE,LAC,25.9
Zach Wilson,QB,MIA,25.9
Ben Sinnott,TE,WAS,25.8
Malik Willis,QB,GB,25.5
Julian Hill,TE,MIA,25.4
Jase McClellan,RB,ATL,25.3
Ollie Gordon II,RB,MIA,25.2
Gardner Minshew,QB,KC,25.2
Mitchell Trubisky,QB,BUF,24.3
Craig Reynolds,RB,DET,23.8
Luke Musgrave,TE,GB,23.7
Jalen Brooks,WR,DAL,23.6
Adam Trautman,TE,DEN,23.5
Jamari Thrash,WR,CLV,23.5
Ty Chandler,RB,MIN,23.4
Devin Leary,QB,BLT,23.2
Colby Parkinson,TE,LA,23.2
Tylan Wallace,WR,BLT,22.8
John Metchie III,WR,HST,22.8
Jacoby Brissett,QB,ARZ,22.6
Dameon Pierce,RB,HST,22.5
LeQuint Allen,RB,JAX,22.2
Jalin Hyatt,WR,NYG,22.2
Scott Miller,WR,PIT,21.7
Jake Bobo,WR,SEA,21.7
Durham Smythe,TE,CHI,21.5
Casey Washington,WR,ATL,21
Tip Reiman,TE,ARZ,20.8
Brock Wright,TE,DET,20.6
Josh Whyle,TE,TEN,20.6
Luke Farrell,TE,SF,20.3
Payne Durham,TE,TB,20.2
Ryan Flournoy,WR,DAL,19.9
Stone Smartt,TE,NYJ,19.9
Ben Skowronek,WR,PIT,18.8
Hunter Luepke,RB,DAL,18.8
Andrew Ogletree,TE,IND,18.7
Derius Davis,WR,LAC,18
Keaton Mitchell,RB,BLT,17.5
Tyler Goodson,RB,IND,17.4
Rasheen Ali,RB,BLT,16.5
Malachi Corley,WR,NYJ,16.4
Alec Ingold,RB,MIA,16.4
Brevin Jordan,TE,HST,16.2
Charlie Kolar,TE,BLT,16.2
Pharaoh Brown,TE,MIA,16.2
Justin Watson,WR,HST,16
Will Mallory,TE,IND,15.7
Johnny Wilson,WR,PHI,15.6
KeAndre Lambert-Smith,WR,LAC,15.4
Ja'Lynn Polk,WR,NE,15.3
Ian Thomas,TE,LV,15.2
C.J. Ham,RB,MIN,14.8
Austin Trammell,WR,JAX,14.8
Jordan Watkins,WR,SF,14.8
Tyler Badie,RB,DEN,14.4
Xavier Gipson,WR,NYJ,14.1
Xavier Weaver,WR,ARZ,14.1
Treylon Burks,WR,TEN,13.9
Chris Brooks,RB,GB,13.7
Blake Whiteheart,TE,CLV,13.4
Johnny Mundt,TE,JAX,13.4
Kenny McIntosh,RB,SEA,13.4
Chris Blair,WR,ATL,13.3
Hunter Long,TE,JAX,13.3
Bo Melton,WR,GB,13.2
Gavin Bartholomew,TE,MIN,12.8
Donald Parham,TE,PIT,12.7
DeeJay Dallas,RB,ARZ,12.5
Lil'Jordan Humphrey,WR,NYG,12.5
Tanner McLachlan,TE,CIN,12.4
Malik Heath,WR,GB,12.2
Daniel Bellinger,TE,NYG,12.1
Kimani Vidal,RB,LAC,12
Connor Heyward,TE,PIT,11.9
Lucas Krull,TE,DEN,11.6
Sterling Shepard,WR,TB,11.5
Pierre Strong,RB,CLV,11.2
Brevyn Spann-Ford,TE,DAL,11.1
Kaden Prather,WR,BUF,10.9
Travis Homer,RB,CHI,10.7
Julius Chestnut,RB,TEN,10.6
Patrick Taylor,RB,SF,10.3
Ashton Dulin,WR,IND,10
DeAndre Carter,WR,CLV,9.9
Simi Fehoko,WR,ARZ,9.6
Jacory Croskey-Merritt,RB,WAS,9.4
Jaheim Bell,TE,NE,9.1
Trent Sherfield,WR,DEN,9.1
Clyde Edwards-Helaire,RB,NO,9.1
Carlos Washington,RB,ATL,8.9
Hassan Haskins,RB,LAC,8.9
Devontez Walker,WR,BLT,8.7
Sione Vaki,RB,DET,8.1
Eric Gray,RB,NYG,8
Jacob Cowing,WR,SF,7.9
Ainias Smith,WR,PHI,7.8
Mitchell Evans,TE,CAR,7.8
Kalel Mullings,RB,TEN,7.4
Ben Sims,TE,GB,7.4
Harrison Bryant,TE,PHI,7.2
David Moore,WR,CAR,7.1
Zamir White,RB,LV,7
Damien Martinez,RB,SEA,6.9
Frank Gore Jr.,RB,BUF,6.8
Laviska Shenault Jr.,WR,BUF,6.8
Eric Saubert,TE,SEA,6.7
K.J. Osborn,WR,WAS,6.7
Bub Means,WR,NO,6.7
Jackson Hawes,TE,BUF,6.6
Tyler Scott,WR,CHI,6.6
Trey Palmer,WR,TB,6.1
Ronnie Rivers,RB,LA,5.9
Carson Steele,RB,KC,5.9
Robbie Ouzts,RB,SEA,5.8
Tim Jones,WR,MIN,5.7
Darrynton Evans,RB,BUF,5.5
Rondale Moore,WR,MIN,5.4
Kevin Austin Jr.,WR,NO,5.3
Mason Tipton,WR,NO,5.3
Scott Matlock,RB,LAC,5.3
Zach Davidson,TE,BUF,5.3
Chris Manhertz,TE,NYG,5.1
Jimmy Horn Jr.,WR,CAR,5.1
Tucker Fisk,TE,LAC,5
Devin Duvernay,WR,CHI,4.9
Jalen Reagor,WR,LAC,4.5
Rakim Jarrett,WR,TB,4.5
Shane Zylstra,TE,DET,4.3
James Proche,WR,TEN,4.2
Nate Adkins,TE,DEN,4.1
Tommy Mellott,WR,LV,4
Michael Carter,RB,ARZ,4
Jared Wiley,TE,KC,4
Feleipe Franks,TE,ATL,3.8
Terrace Marshall Jr.,WR,PHI,3.7
Brenden Bates,TE,CLV,3.7
Joshua Cephus,WR,JAX,3.7
Erik Ezukanma,WR,MIA,3.5
Kendrick Bourne,WR,NE,3.4
David Bell,WR,CLV,3.4
John FitzPatrick,TE,GB,3.3
Davis Allen,TE,LA,3.2
Isaiah Williams,WR,CIN,3.1
Tanner Conner,TE,MIA,2.9
Chris Rodriguez Jr.,RB,WAS,2.7
Blake Watson,RB,DEN,2.6
Michael Gallup,WR,WAS,2.5
Travis Vokolek,TE,ARZ,2.4
Irv Smith,TE,HST,2.4
Ko Kieft,TE,TB,2.4
Dylan Laube,RB,LV,2.2
Emani Bailey,RB,CAR,2.2
LaJohntay Wester,WR,BLT,2.1
Jalen Virgil,WR,BUF,2.1
Patrick Ricard,RB,BLT,2
Devin Culp,TE,TB,2
Zaire Mitchell-Paden,TE,BLT,1.9
J.J. Taylor,RB,HST,1.7
Kylen Granson,TE,PHI,1.6
Greg Dulcich,TE,NYG,1.6
Tom Kennedy,WR,DET,1.6
Dee Eskridge,WR,MIA,1.5
Jonathan Ward,RB,PIT,1.5
David Martin-Robinson,TE,TEN,1.5
D.J. Williams,RB,TB,1.4
Nikola Kalinic,TE,ATL,1.4
Brayden Willis,TE,SF,1.3
Zack Kuntz,TE,NYJ,1.3
Nikko Remigio,WR,KC,1.2
Skyy Moore,WR,KC,1.2
Terrell Jennings,RB,NE,1.2
Albert Okwuegbunam,TE,IND,1.1
Xavier Smith,WR,LA,1
Laquon Treadwell,WR,IND,0.9
Dante Miller,RB,NYG,0.8
Anthony Gould,WR,IND,0.7
Stephen Carlson,TE,CHI,0.5
Kenny Yeboah,TE,DET,0.5
Kene Nwangwu,RB,NYJ,0.2
